fid;gm_id;gm_area;gm_length;gm_alti;gm_prop;gm_agri;gm_type;pente;gm_alti_up;gm_alti_dw;gm_ordre;gm_ordre_p;gm_uh_up;gm_uh_dwn;type_mid;type_sol;prod;prod_eau;prod_mes;prod_phyto;gm_ent;gm_sort;gm_sort_d;gm_abatt;hist;hist_water;hist_mes;hist_phyto;hist_abat;hist_a_wat;hist_a_mes;hist_a_phy;prod_r;prod_m2_r;prod_m2;indice_a;indice_e;type_sol_0;prod_phyto_0;gm_ent_0;gm_sort_0;gm_abatt_0;indice_a_0;indice_e_0
1;1;295330.44;264.1438395096666;553.78;0;3;500;14.59;542.455;503.908;3;0;NULL;77, 79, 55, 51, 72, 52, 65, 54;500;500;0.0;0.0;3011175.050943218;0.0;0.0;0.0;0.0;0.0;NULL;NULL;NULL;parcelle_1: 0.0;NULL;NULL;NULL;;0.0;0.0;0.0;0;0;500.0;0.0;0.0;0.0;0.0;0;0
2;2;2385.47;51.532395861649114;498.6;2;3;100;12.15;501.969;495.694;109;25;81, 3;42, 82;100;100;357.8205;2146.923;16386.433614666545;357.8205;357.8205;357.8205;0.0;0.0;NULL;NULL;NULL;parcelle_2: 357.8205;NULL;NULL;NULL;;0.9999999999999999;0.15;0.15;0;0;100.0;357.8205;357.8205;357.8205;0.0;0;0
3;3;3330.91;55.37615615723022;501.9;7;1;110;14.34;505.744;497.695;95;21;79, 4;42, 2;110;110;2664.728;2997.819;14756.239384454377;2664.728;4339.936831999999;4339.936831999999;0.0;0.0;NULL;NULL;NULL;parcelle_3: 2664.728; parcelle_4: 1675.2088319999998; parcelle_78: 0.0; parcelle_74: 0.0;NULL;NULL;NULL;;1.0;0.8;0.8;0;1;110.0;2664.728;4339.936831999999;4339.936831999999;0.0;0;1
4;4;7465.28;79.9398458852467;507.68;7;1;100;8.41;509.672;500.475;77;17;77, 76, 78, 74;5, 42, 3;100;100;4479.168;5225.696;31628.986632581364;4479.168;4479.168;4479.168;0.0;0.0;NULL;NULL;NULL;parcelle_4: 4479.168; parcelle_78: 0.0; parcelle_74: 0.0;NULL;NULL;NULL;;0.4727865623269146;0.28367193739614877;0.6;0;1;100.0;4479.168;4479.168;4479.168;0.0;0;1
5;5;8201.5;97.02136633914259;500.26;2;3;101;16.43;508.215;492.272;106;24;78, 88, 4, 89;87, 42;101;101;820.1500000000001;5741.049999999999;26338.35636260882;820.1500000000001;1412.5507175063503;1412.5507175063503;0.0;0.0;NULL;NULL;NULL;parcelle_5: 820.1500000000001; parcelle_78: 0.0; parcelle_74: 0.0; parcelle_88: 0.0; parcelle_4: 565.8332593410755; parcelle_89: 26.56745816527465;NULL;NULL;NULL;line_301: 0.0; line_179: 0.0; line_43: 0.0; line_133: 0.0;0.782;0.07820000000000002;0.1;0;0;101.0;820.1500000000001;1412.5507175063503;1412.5507175063503;0.0;0;0
6;6;823.75;22.41365462051191;462.77;5;3;400;8.63;464.606;461.831;281;69;23;116, 115;400;400;0.0;0.0;180.9398303377375;0.0;0.0;0.0;0.0;0.0;NULL;NULL;NULL;parcelle_6: 0.0; parcelle_23: 0.0; parcelle_112: 0.0; parcelle_36: 0.0; parcelle_35: 0.0; parcelle_13: 0.0; parcelle_12: 0.0;NULL;NULL;NULL;parcelle_23: 8.971308872279314;0.0;0.0;0.0;0;0;400.0;0.0;0.0;0.0;0.0;0;0
7;7;8038.45;97.1917655251006;463.02;6;2;100;15.86;471.486;455.951;273;67;104, 25;53, 43, 8;100;100;4019.225;7234.605;259382.02099830136;4019.225;4999.41152318;4999.41152318;0.0;0.0;NULL;NULL;NULL;parcelle_7: 4019.225; parcelle_25: 935.11338; parcelle_26: 45.07314318;NULL;NULL;NULL;;0.48112499999999997;0.24056249999999998;0.5;0;1;100.0;4019.225;4999.41152318;4999.41152318;0.0;0;1
8;8;2246.23;43.29058828739336;452.24;3;3;200;11.39;455.951;450.395;341;85;7, 53;NULL;200;200;0.0;0.0;3753.487859771356;0.0;2350.2988945454626;0.0;0.0;2350.2988945454626;NULL;NULL;NULL;parcelle_8: 0.0; parcelle_7: 0.0; parcelle_25: 0.0; parcelle_26: 0.0; parcelle_53: 0.0;NULL;NULL;NULL;parcelle_8: 2350.2988945454626;0.0;0.0;0.0;100;0;200.0;0.0;2350.2988945454626;0.0;2350.2988945454626;100;0
9;9;2431.32;15.903223676178282;443.61;0;3;300;1.65;445.216;444.949;411;101;53;NULL;300;300;0.0;0.0;607.0534648773427;0.0;0.0;0.0;0.0;0.0;NULL;NULL;NULL;parcelle_9: 0.0;NULL;NULL;NULL;;0.0;0.0;0.0;0;0;300.0;0.0;0.0;0.0;0.0;0;0
10;10;5395.52;64.96747815357294;447.55;4;1;100;13.88;455.016;445.315;380;94;135, 96, 94;11, 27, 45;100;100;4316.416;4855.968000000001;46726.09258603121;4316.416;6690.963854070262;6690.963854070262;0.0;0.0;NULL;NULL;NULL;parcelle_10: 4316.416; parcelle_96: 1175.9104915032492; parcelle_95: 622.633691096232; parcelle_93: 0.0; parcelle_59: 212.18611176067233; parcelle_94: 22.186475855189954; parcelle_37: 17.65056154639451; parcelle_85: 0.8644299102263295; parcelle_80: 0.17046557302109636; parcelle_84: 0.0; parcelle_60: 106.17794103718546; parcelle_38: 25.797240836957393; parcelle_26: 9.502932150769082; parcelle_25: 0.6420770631295984; parcelle_91: 180.8254357372348;NULL;NULL;NULL;line_155: 0.0; line_70: 0.0; line_378: 0.0; line_261: 0.0; line_144: 0.0; line_372: 0.0; line_241: 0.0; line_324: 0.0; line_369: 0.08969667696309085; line_346: 0.0; line_310: 0.0; line_251: 0.0; line_365: 0.0; line_189: 0.0; line_385: 0.0; line_10: 0.0;0.35519866440000003;0.28415893152000005;0.7999999999999999;0;1;100.0;4316.416;6690.963854070262;6690.963854070262;0.0;0;1
11;11;3270.07;57.61974628746846;442.56;4;1;100;16.86;449.925;439.574;421;105;135, 10;46, 27;100;100;2616.0560000000005;2943.063;25116.466478843526;2616.0560000000005;5085.021662151927;5085.021662151927;0.0;0.0;NULL;NULL;NULL;parcelle_11: 2616.0560000000005; parcelle_10: 1592.757504; parcelle_96: 433.9109713646989; parcelle_95: 229.75183201450963; parcelle_93: 0.0; parcelle_59: 78.29667523968808; parcelle_94: 8.186809590565092; parcelle_37: 6.513057210619574; parcelle_85: 0.31897463687351557; parcelle_80: 0.06290179644478455; parcelle_84: 0.0; parcelle_60: 39.17966024272143; parcelle_38: 9.519181868837277; parcelle_26: 3.506581963633791; parcelle_25: 0.23692643629482182; parcelle_91: 66.72458578703964;NULL;NULL;NULL;line_155: 0.0; line_70: 0.0; line_378: 0.0; line_261: 0.0; line_144: 0.0; line_372: 0.0; line_241: 0.0; line_324: 0.0; line_369: 0.03309807379938052; line_346: 0.0; line_310: 0.0; line_251: 0.0; line_365: 0.0; line_189: 0.0; line_385: 0.0; line_10: 0.0;0.7219476;0.5775580800000001;0.8000000000000002;0;1;100.0;2616.0560000000005;5085.021662151927;5085.021662151927;0.0;0;1
12;12;3318.8;28.13702646395619;475.84;1;2;100;11.3;478.557;475.34;200;48;13;110, 111, 112, 107, 135, 109;100;100;1659.4;2986.92;31002.546258287835;1659.4;4458.540218507713;4458.540218507713;0.0;0.0;NULL;NULL;NULL;parcelle_12: 1659.4; parcelle_13: 1237.11902; parcelle_35: 1497.267422147712; parcelle_36: 64.75377636;NULL;NULL;NULL;;0.659419065379649;0.3297095326898245;0.5;0;1;100.0;1659.4;4458.540218507713;4458.540218507713;0.0;0;1
13;13;5780.93;55.45377503275049;484.2;1;2;100;14.88;487.552;478.557;172;42;35, 36;112, 106, 107, 12;100;100;2890.465;5202.837;106430.69804442601;2890.465;6540.047239504001;6540.047239504001;0.0;0.0;NULL;NULL;NULL;parcelle_13: 2890.465; parcelle_35: 3498.2883695040005; parcelle_36: 151.29387;NULL;NULL;NULL;;0.7581310336262512;0.3790655168131256;0.5;0;1;100.0;2890.465;6540.047239504001;6540.047239504001;0.0;0;1
14;14;4058.34;60.042106494886134;440.78;6;2;101;19.98;445.651;433.656;430;108;40, 31;15, 142, 144;101;101;1420.4189999999999;2840.8379999999997;25244.344864146464;1420.4189999999999;1420.4189999999999;1420.4189999999999;0.0;0.0;NULL;NULL;NULL;parcelle_14: 1420.4189999999999;NULL;NULL;NULL;;0.006734;0.0023569;0.35;0;0;101.0;1420.4189999999999;1420.4189999999999;1420.4189999999999;0.0;0;0
15;15;11930.57;92.53220342413766;439.78;7;1;100;15.96;445.293;430.228;434;109;24, 40, 47, 140, 14;17, 16, 142, 141;100;100;9544.456;10737.513;147158.12529644833;9544.456;18648.24568;18648.24568;0.0;0.0;NULL;NULL;NULL;parcelle_15: 9544.456; parcelle_24: 4580.50134; parcelle_40: 86.92434; parcelle_47: 4436.364;NULL;NULL;NULL;line_410: 0.0;0.033706999999999994;0.026965599999999992;0.8;0;4;100.0;9544.456;18648.24568;18648.24568;0.0;0;4
16;16;1892.53;36.34213078953245;434.04;4;3;700;12.66;436.84;429.73;471;119;15, 17;142;700;700;0.0;0.0;0.0;0.0;155.6441713294505;155.6441713294505;0.0;0.0;NULL;NULL;NULL;parcelle_16: 0.0; parcelle_17: 137.258292; parcelle_141: 9.500342977416322; parcelle_39: 1.76322841667706; parcelle_138: 1.737291315122248; parcelle_140: 5.095008146636168; parcelle_139: 0.17053409170145867; parcelle_64: 0.11947438189724975;NULL;NULL;NULL;line_338: 0.0; line_107: 0.0; line_424: 0.0;0.0;0.0;0.0;0;0;700.0;0.0;155.6441713294505;155.6441713294505;0.0;0;0
17;17;2570.38;51.526809987213056;434.98;7;1;100;9.59;436.383;431.07;461;116;15, 141;130, 16, 142;100;100;1542.228;1799.2659999999998;7019.504538311433;1542.228;1748.8109138140508;1748.8109138140508;0.0;0.0;NULL;NULL;NULL;parcelle_17: 1542.228; parcelle_141: 106.74542671254295; parcelle_39: 19.811555243562474; parcelle_138: 19.520127136205033; parcelle_140: 57.2472825464738; parcelle_139: 1.9161133899040301; parcelle_64: 1.3424087853623567;NULL;NULL;NULL;line_338: 0.0; line_107: 0.0; line_424: 0.0;0.019905999999999997;0.011943599999999999;0.6;0;0;100.0;1542.228;1748.8109138140508;1748.8109138140508;0.0;0;0
18;18;3726.47;22.772207246483106;418.91;4;3;300;7.77;419.112;416.79;542;143;143;NULL;300;300;0.0;0.0;1332.3011700634895;0.0;0.0;0.0;0.0;0.0;NULL;NULL;NULL;parcelle_18: 0.0; parcelle_143: 0.0; parcelle_142: 0.0; parcelle_15: 0.0; parcelle_24: 0.0; parcelle_40: 0.0; parcelle_47: 0.0; parcelle_49: 0.0; parcelle_14: 0.0; parcelle_16: 0.0; parcelle_17: 0.0; parcelle_141: 0.0; parcelle_39: 0.0; parcelle_138: 0.0; parcelle_140: 0.0; parcelle_139: 0.0; parcelle_64: 0.0;NULL;NULL;NULL;parcelle_143: 25043.461129695213; line_148: 0.0; line_338: 0.0; line_107: 0.0; line_424: 0.0; line_402: 0.0; line_410: 0.0; line_75: 0.0; line_297: 0.0; line_355: 0.0; line_109: 0.0; line_242: 0.0; line_308: 0.0; line_376: 0.0;0.0;0.0;0.0;0;0;300.0;0.0;0.0;0.0;0.0;0;0
