19;19;11111.91;86.88076331550286;416.24;0;3;300;4.82;416.988;411.633;544;144;146, 145, 144, 143;NULL;300;300;0.0;0.0;15156.956196282757;0.0;1375.2160870794687;0.0;0.0;1375.2160870794687;NULL;NULL;NULL;parcelle_19: 0.0; parcelle_146: 0.0; parcelle_31: 0.0; parcelle_49: 0.0; parcelle_30: 0.0; parcelle_145: 0.0; parcelle_144: 0.0; parcelle_14: 0.0; parcelle_40: 0.0;NULL;NULL;NULL;parcelle_19: 1375.2160870794687; parcelle_146: 1554.4169571084003; line_96: 0.0; parcelle_145: 1080.6270458400004; parcelle_144: 856.3223208539998; line_135: 0.0; line_407: 0.0; line_109: 0.0; line_242: 0.0; line_401: 0.0;0.0;0.0;0.0;100;0;300.0;0.0;1375.2160870794687;0.0;1375.2160870794687;100;0
20;20;6090.24;116.04700071089384;416.04;0;3;300;9.26;422.428;411.633;547;145;126;NULL;300;300;0.0;0.0;11096.039144069371;0.0;0.0;0.0;0.0;0.0;NULL;NULL;NULL;parcelle_20: 0.0; parcelle_126: 0.0; parcelle_108: 0.0; parcelle_112: 0.0; parcelle_36: 0.0; parcelle_35: 0.0; parcelle_13: 0.0; parcelle_12: 0.0; parcelle_109: 0.0; parcelle_111: 0.0; parcelle_110: 0.0; parcelle_113: 0.0; parcelle_23: 0.0; parcelle_137: 0.0; parcelle_123: 0.0; parcelle_128: 0.0;NULL;NULL;NULL;line_239: 0.0; parcelle_126: 8134.823051215281; line_212: 0.0; line_278: 0.03245182993841507; line_67: 0.00926877974103263; line_371: 0.09456931336497996; line_100: 0.0; parcelle_23: 0.007533783546357045; line_53: 0.0; line_80: 0.0; line_354: 0.0;0.0;0.0;0.0;0;0;300.0;0.0;0.0;0.0;0.0;0;0
21;21;3489.9;63.201989614565214;503.06;5;2;100;15.02;508.966;499.01;91;20;44;100, 66, 32;100;100;1744.95;3140.9100000000003;73228.78302054922;1744.95;2019.3933823958023;2019.3933823958023;0.0;0.0;NULL;NULL;NULL;parcelle_21: 1744.95; parcelle_44: 274.44338239580225;NULL;NULL;NULL;line_421: 0.0;0.25684998994845115;0.12842499497422558;0.5;0;0;100.0;1744.95;2019.3933823958023;2019.3933823958023;0.0;0;0
22;22;6011.63;81.0854487637061;440.98;3;2;100;10.65;445.46;436.077;427;107;28;118, 117;100;100;3005.815;5410.467000000001;161835.29782865103;3005.815;3005.815;3005.815;0.0;0.0;NULL;NULL;NULL;parcelle_22: 3005.815;NULL;NULL;NULL;;0.9999543299893806;0.4999771649946903;0.5;0;1;100.0;3005.815;3005.815;3005.815;0.0;0;1
23;23;3576.03;62.83665800325008;466.33;5;3;400;5.03;467.422;463.696;255;63;112;115, 6, 113, 114;400;400;0.0;0.0;2202.116586369751;0.0;60.6169518397251;0.0;0.0;60.6169518397251;NULL;NULL;NULL;parcelle_23: 0.0; parcelle_112: 0.0; parcelle_36: 0.0; parcelle_35: 0.0; parcelle_13: 0.0; parcelle_12: 0.0;NULL;NULL;NULL;parcelle_23: 60.6169518397251;0.0;0.0;0.0;100;0;400.0;0.0;60.6169518397251;0.0;60.6169518397251;100;0
24;24;10089.21;59.1213192092542;451.18;6;2;100;12.22;452.519;445.293;357;88;NULL;47, 15, 140;100;100;5044.605;9080.288999999999;198033.81845309425;5044.605;5044.605;5044.605;0.0;0.0;NULL;NULL;NULL;parcelle_24: 5044.605;NULL;NULL;NULL;;0.030605955999999997;0.015302977999999998;0.5;0;1;100.0;5044.605;5044.605;5044.605;0.0;0;1
25;25;3904.44;48.316567471303436;467.7;6;2;100;10.6;473.409;466.849;233;57;104, 26;38, 7, 53;100;100;1952.22;3513.996;62631.51404762179;1952.22;2046.31842;2046.31842;0.0;0.0;NULL;NULL;NULL;parcelle_25: 1952.22; parcelle_26: 94.09842;NULL;NULL;NULL;;0.7223514946355282;0.3611757473177641;0.5;0;0;100.0;1952.22;2046.31842;2046.31842;0.0;0;0
26;26;1608.52;37.55244374772743;472.34;6;2;100;12.55;474.718;469.764;215;51;104;91, 38, 25;100;100;804.26;1447.6680000000001;20054.080463275382;804.26;804.26;804.26;0.0;0.0;NULL;NULL;NULL;parcelle_26: 804.26;NULL;NULL;NULL;;0.27285514803115724;0.13642757401557862;0.5;0;0;100.0;804.26;804.26;804.26;0.0;0;0
27;27;7022.99;99.82809768713108;429.0;4;1;100;10.91;436.058;423.25;495;127;10, 97, 11, 45, 134, 46;NULL;100;100;5618.392;6320.691;93455.52784570678;5618.392;19868.70830399539;19868.70830399539;0.0;0.0;NULL;NULL;NULL;parcelle_27: 5618.392; parcelle_10: 1746.0046845130241; parcelle_96: 477.32914609637595; parcelle_95: 458.641399638679; parcelle_93: 0.0; parcelle_59: 2981.982620023786; parcelle_94: 135.75429118524457; parcelle_37: 108.00000357838739; parcelle_85: 5.289261372920969; parcelle_80: 1.043042310460142; parcelle_84: 0.0; parcelle_60: 649.6800672216715; parcelle_38: 157.8477883199721; parcelle_26: 58.146405347532976; parcelle_25: 3.928731951860314; parcelle_91: 1106.4320902965296; parcelle_97: 645.7058060646715; parcelle_11: 1818.5016233360006; parcelle_45: 0.0; parcelle_134: 209.47689473827384; parcelle_46: 3686.5524480000004;NULL;NULL;NULL;line_155: 233.7080830671692; line_70: 12.596391343218553; line_378: 171.079971659716; line_261: 12.148485254355096; line_144: 0.0; line_372: 0.0; line_241: 0.0; line_324: 0.0; line_369: 0.06942031842610479; line_346: 0.0; line_310: 0.0; line_251: 0.0; line_365: 0.0; line_189: 0.0; line_385: 0.0; line_10: 0.0; line_331: 3.974018204036873; parcelle_45: 26995.85445222824; line_23: 162.8706056460055; line_89: 677.3530496628016; line_217: 0.0;0.6;0.48;0.8;0;4;100.0;5618.392;19868.70830399539;19868.70830399539;0.0;0;4
28;28;5358.89;42.40215370560898;446.35;5;2;110;8.56;449.229;445.46;389;96;116;118, 22, 120;110;110;2679.445;4823.001;18110.109654474636;2679.445;2679.445;2679.445;0.0;0.0;NULL;NULL;NULL;parcelle_28: 2679.445;NULL;NULL;NULL;;0.9997582659542091;0.49987913297710457;0.5;0;1;110.0;2679.445;2679.445;2679.445;0.0;0;1
29;29;3695.2;80.82810545276283;422.9;0;3;500;19.37;437.702;421.467;530;138;34, 148;149;500;500;0.0;0.0;11528.8941893853;0.0;2905.2837;0.0;0.0;2905.2837;NULL;NULL;NULL;parcelle_29: 0.0; parcelle_34: 0.0;NULL;NULL;NULL;parcelle_29: 2905.2837;0.0;0.0;0.0;100;1;500.0;0.0;2905.2837;0.0;2905.2837;100;1
30;30;5621.52;79.05148745556822;445.05;6;2;100;14.54;449.663;438.165;394;98;49, 31;148, 147, 146, 34;100;100;2810.76;5059.368;147537.31989672701;2810.76;2810.76;2810.76;0.0;0.0;NULL;NULL;NULL;parcelle_30: 2810.76;NULL;NULL;NULL;;0.0;0.0;0.5;0;1;100.0;2810.76;2810.76;2810.76;0.0;0;1
31;31;6814.35;86.64070844301546;445.43;6;2;100;11.9;449.64;438.246;390;97;49, 40;14, 146, 30, 145;100;100;3407.175;6132.915000000001;196012.83704411593;3407.175;4002.322392;4002.322392;0.0;0.0;NULL;NULL;NULL;parcelle_31: 3407.175; parcelle_49: 595.1473920000001;NULL;NULL;NULL;;0.0;0.0;0.5;0;1;100.0;3407.175;4002.322392;4002.322392;0.0;0;1
32;32;4869.48;61.11800552810368;495.31;6;2;100;6.7;498.325;493.892;119;28;21;100, 58, 33;100;100;1704.3179999999998;3408.6359999999995;39522.99385823391;1704.3179999999998;1749.6145473307913;1749.6145473307913;0.0;0.0;NULL;NULL;NULL;parcelle_32: 1704.3179999999998; parcelle_21: 39.14057110115499; parcelle_44: 6.155976229636593;NULL;NULL;NULL;line_165: 0.0; line_421: 0.0;0.4334947861615864;0.15172317515655523;0.35;0;0;100.0;1704.3179999999998;1749.6145473307913;1749.6145473307913;0.0;0;0
33;33;3314.44;93.2372918020438;488.94;6;2;100;5.96;491.31;485.557;149;36;32;41, 58, 57;100;100;1160.0539999999999;2320.1079999999997;41039.105573680616;1160.0539999999999;1279.0277892184936;1279.0277892184936;0.0;0.0;NULL;NULL;NULL;parcelle_33: 1160.0539999999999; parcelle_32: 115.89362399999999; parcelle_21: 2.6615588348785395; parcelle_44: 0.41860638361528835;NULL;NULL;NULL;line_165: 0.0; line_421: 0.0;0.31799887270269117;0.11129960544594189;0.35;0;0;100.0;1160.0539999999999;1279.0277892184936;1279.0277892184936;0.0;0;0
34;34;7173.54;76.38662517971112;444.84;6;2;100;12.81;449.182;437.702;404;99;49, 30;29, 148;100;100;3586.77;6456.186;181923.55371563273;3586.77;3586.77;3586.77;0.0;0.0;NULL;NULL;NULL;parcelle_34: 3586.77;NULL;NULL;NULL;;0.0;0.0;0.5;0;1;100.0;3586.77;3586.77;3586.77;0.0;0;1
35;35;9762.44;43.114747752618335;492.96;4;1;100;10.63;492.135;487.552;135;32;NULL;92, 13, 36, 106;100;100;7809.952000000001;8786.196;56106.654902074515;7809.952000000001;7809.952000000001;7809.952000000001;0.0;0.0;NULL;NULL;NULL;parcelle_35: 7809.952000000001;NULL;NULL;NULL;;0.87589267759595;0.7007141420767601;0.8;0;1;100.0;7809.952000000001;7809.952000000001;7809.952000000001;0.0;0;1
36;36;852.6;5.512451367961251;488.04;1;2;100;3.78;489.79;489.277;157;38;35;112, 13;100;100;298.40999999999997;596.8199999999999;624.1488496237957;298.40999999999997;774.817072;774.817072;0.0;0.0;NULL;NULL;NULL;parcelle_36: 298.40999999999997; parcelle_35: 476.4070720000001;NULL;NULL;NULL;;0.6617078746126391;0.23159775611442368;0.35;0;0;100.0;298.40999999999997;774.817072;774.817072;0.0;0;0
37;37;5058.45;65.83644376582194;458.08;5;2;110;12.43;462.697;453.736;301;75;38, 91;97, 94, 53;110;110;2529.225;4552.605;66339.64750627062;2529.225;2529.225;2529.225;0.0;0.0;NULL;NULL;NULL;parcelle_37: 2529.225;NULL;NULL;NULL;;0.5889702740694625;0.2944851370347312;0.5;0;0;110.0;2529.225;2529.225;2529.225;0.0;0;0
38;38;4873.5;77.46496465356796;466.09;5;2;110;8.92;469.643;462.697;260;64;26, 25;53, 37, 91;110;110;2436.75;4386.150000000001;30088.782767561326;2436.75;2768.90938;2768.90938;0.0;0.0;NULL;NULL;NULL;parcelle_38: 2436.75; parcelle_26: 332.15938;NULL;NULL;NULL;;0.3764598057345104;0.1882299028672552;0.5;0;1;110.0;2436.75;2768.90938;2768.90938;0.0;0;1
39;39;4787.06;18.539490511163088;451.72;5;2;100;4.98;454.192;452.248;345;86;138;139, 140, 141;100;100;1675.471;3350.942;11785.95397767772;1675.471;3234.915565;3234.915565;0.0;0.0;NULL;NULL;NULL;parcelle_39: 1675.471; parcelle_138: 1559.4445649999998;NULL;NULL;NULL;;0.00023537788399701016;8.238225939895354e-05;0.35;0;1;100.0;1675.471;3234.915565;3234.915565;0.0;0;1
40;40;6438.84;59.41544823875326;451.18;6;2;110;7.31;451.611;445.651;360;89;49;14, 31, 47, 15;110;110;3219.42;5794.956;30490.555209587834;3219.42;3219.42;3219.42;0.0;0.0;NULL;NULL;NULL;parcelle_40: 3219.42;NULL;NULL;NULL;;0.029854631185338865;0.014927315592669433;0.5;0;1;110.0;3219.42;3219.42;3219.42;0.0;0;1
41;41;20676.97;149.29009439024145;465.28;5;2;110;20.73;483.187;449.465;264;65;33, 57, 63;62, 102;110;110;10338.485;18609.273;614903.8671584347;10338.485;13270.200621315429;13270.200621315429;0.0;0.0;NULL;NULL;NULL;parcelle_41: 10338.485; parcelle_33: 654.4692451760217; parcelle_32: 65.96045473173896; parcelle_21: 1.5148169932443034; parcelle_44: 0.23824837349872835; parcelle_57: 1395.645861549325; parcelle_58: 223.1179744916002; parcelle_63: 590.7690200000001;NULL;NULL;NULL;line_165: 0.0; line_421: 0.0; line_163: 0.0; line_292: 0.0; line_326: 0.0; line_419: 0.0;0.16717811869244179;0.08358905934622089;0.5;0;3;110.0;10338.485;13270.200621315429;13270.200621315429;0.0;0;3
42;42;5752.87;88.40773514868879;495.77;2;3;200;10.3;500.475;490.848;117;27;4, 3, 5, 2, 82;87;200;200;0.0;0.0;19631.89080196672;0.0;2542.2221864040494;0.0;0.0;2542.2221864040494;NULL;NULL;NULL;parcelle_42: 0.0; parcelle_4: 0.0; parcelle_78: 0.0; parcelle_74: 0.0; parcelle_5: 0.0; parcelle_88: 0.0; parcelle_89: 0.0;NULL;NULL;NULL;parcelle_42: 2542.2221864040494; line_301: 0.0; line_179: 0.0; line_43: 3.8397786712596558; line_133: 0.0;0.0;0.0;0.0;100;0;200.0;0.0;2542.2221864040494;0.0;2542.2221864040494;100;0
43;43;6191.46;63.37960439194315;461.01;3;2;100;10.51;466.793;457.77;293;73;103, 7;NULL;100;100;3095.73;5572.314;130280.87875563541;3095.73;4045.6181894042;4045.6181894042;0.0;0.0;NULL;NULL;NULL;parcelle_43: 3095.73; parcelle_7: 763.65275; parcelle_25: 177.6715422; parcelle_26: 8.5638972042;NULL;NULL;NULL;;0.6;0.3;0.5;0;1;100.0;3095.73;4045.6181894042;4045.6181894042;0.0;0;1
44;44;7345.9;40.46182764008228;513.27;5;2;110;20.01;514.055;505.958;52;11;NULL;21, 65, 66;110;110;3672.95;6611.3099999999995;59207.92510052705;3672.95;3672.95;3672.95;0.0;0.0;NULL;NULL;NULL;parcelle_44: 3672.95;NULL;NULL;NULL;;0.04471416806501552;0.02235708403250776;0.5;0;1;110.0;3672.95;3672.95;3672.95;0.0;0;1
45;45;6077.57;122.49653343619599;442.28;1;3;300;9.76;446.677;434.715;424;106;94, 10, 97;27;300;300;0.0;0.0;11688.3557304384;0.0;26995.85445222824;0.0;0.0;26995.85445222824;NULL;NULL;NULL;parcelle_45: 0.0; parcelle_94: 0.0; parcelle_59: 0.0; parcelle_93: 0.0; parcelle_95: 0.0; parcelle_37: 0.0; parcelle_96: 0.0; parcelle_85: 0.0; parcelle_80: 0.0; parcelle_84: 0.0; parcelle_60: 0.0; parcelle_38: 0.0; parcelle_26: 0.0; parcelle_25: 0.0; parcelle_91: 0.0; parcelle_10: 0.0; parcelle_97: 0.0;NULL;NULL;NULL;parcelle_45: 26995.85445222824; line_23: 0.0; line_378: 0.0; line_155: 0.0; line_261: 0.0; line_144: 0.0; line_372: 0.0; line_241: 0.0; line_324: 0.0; line_369: 0.10341316771471178; line_346: 0.0; line_310: 0.0; line_251: 0.0; line_365: 0.0; line_189: 0.0; line_385: 0.0; line_10: 0.0; line_70: 0.0; line_89: 0.0;0.0;0.0;0.0;100;5;300.0;0.0;26995.85445222824;0.0;26995.85445222824;100;5
46;46;8424.48;85.6322243261363;434.34;4;1;110;13.79;444.758;429.076;468;118;135, 137, 136, 11;129, 27;110;110;6739.584;7582.032;57712.556895283895;6739.584;10161.803578628247;10161.803578628247;0.0;0.0;NULL;NULL;NULL;parcelle_46: 6739.584; parcelle_11: 1760.6056880000006; parcelle_10: 1071.925800192; parcelle_96: 292.0220837284424; parcelle_95: 154.622982945765; parcelle_93: 0.0; parcelle_59: 52.693662436310085; parcelle_94: 5.509722854450307; parcelle_37: 4.383287502746974; parcelle_85: 0.214669930615876; parcelle_80: 0.042332909007340006; parcelle_84: 0.0; parcelle_60: 26.367911343351526; parcelle_38: 6.406409397727488; parcelle_26: 2.3599296615255416; parcelle_25: 0.1594514916264151; parcelle_91: 44.90564623467768;NULL;NULL;NULL;line_155: 0.0; line_70: 0.0; line_378: 0.0; line_261: 0.0; line_144: 0.0; line_372: 0.0; line_241: 0.0; line_324: 0.0; line_369: 0.022275003666983092; line_346: 0.0; line_310: 0.0; line_251: 0.0; line_365: 0.0; line_189: 0.0; line_385: 0.0; line_10: 0.0;0.7812;0.6249600000000001;0.8;0;2;110.0;6739.584;10161.803578628247;10161.803578628247;0.0;0;2
47;47;7393.94;54.42931276696961;451.02;7;1;100;9.58;452.206;443.795;365;90;24, 40;15;100;100;4436.364;5175.758;21329.694860530984;4436.364;4496.899259999999;4496.899259999999;0.0;0.0;NULL;NULL;NULL;parcelle_47: 4436.364; parcelle_24: 60.535259999999994;NULL;NULL;NULL;;0.033707;0.020224199999999998;0.6;0;1;100.0;4436.364;4496.899259999999;4496.899259999999;0.0;0;1
